Microorganism,Antibiotics,Year,Country,N,%R,Fully susceptible,%ESBL,Non-susceptible,Number of laboratories
Acinetobacter spp,aminoglycosides,2015,Greece,945,83.7,,,,
Acinetobacter spp,aminoglycosides,2015,Croatia,197,88.3,,,,
Acinetobacter spp,aminoglycosides,2015,Lithuania,73,90.4,,,,
Acinetobacter spp,carbapenems,2015,Belgium,24,0.0,,,,
Acinetobacter spp,carbapenems,2015,United Kingdom,132,0.8,,,,
Acinetobacter spp,carbapenems,2015,Finland,43,2.3,,,,
Acinetobacter spp,carbapenems,2015,Sweden,34,2.9,,,,
Acinetobacter spp,carbapenems,2015,Netherlands,73,4.1,,,,
Acinetobacter spp,carbapenems,2015,Denmark,65,4.6,,,,
Acinetobacter spp,carbapenems,2015,France,428,5.6,,,,
Acinetobacter spp,carbapenems,2015,Ireland,84,6.0,,,,
Acinetobacter spp,carbapenems,2015,Germany,334,6.6,,,,
Acinetobacter spp,carbapenems,2015,Czech Republic,60,6.7,,,,
Acinetobacter spp,carbapenems,2015,Austria,64,9.4,,,,
Acinetobacter spp,carbapenems,2015,Norway,32,9.4,,,,
Acinetobacter spp,carbapenems,2015,Malta,15,13.3,,,,
Acinetobacter spp,carbapenems,2015,Slovakia,142,28.2,,,,
Acinetobacter spp,carbapenems,2015,Slovenia,31,38.7,,,,
Acinetobacter spp,carbapenems,2015,Spain,95,53.7,,,,
Acinetobacter spp,carbapenems,2015,Hungary,467,55.2,,,,
Acinetobacter spp,carbapenems,2015,Portugal,307,57.7,,,,
Acinetobacter spp,carbapenems,2015,Poland,244,65.6,,,,
Acinetobacter spp,carbapenems,2015,Latvia,61,68.9,,,,
Acinetobacter spp,carbapenems,2015,Bulgaria,130,73.8,,,,
Acinetobacter spp,carbapenems,2015,Italy,664,78.3,,,,
Acinetobacter spp,carbapenems,2015,Lithuania,73,80.8,,,,
Acinetobacter spp,carbapenems,2015,Romania,189,81.5,,,,
Acinetobacter spp,carbapenems,2015,Cyprus,59,83.1,,,,
Acinetobacter spp,carbapenems,2015,Croatia,200,89.0,,,,
Acinetobacter spp,carbapenems,2015,Greece,983,93.5,,,,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2015,Belgium,13,0.0,,,,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2015,United Kingdom,131,0.0,,,,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2015,Ireland,75,1.3,,,,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2015,Finland,42,2.4,,,,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2015,Denmark,60,3.3,,,,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2015,Germany,325,3.7,,,,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2015,Sweden,26,3.8,,,,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2015,Netherlands,73,4.1,,,,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2015,Austria,61,4.9,,,,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2015,Czech Republic,60,5.0,,,,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2015,France,424,5.2,,,,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2015,Malta,15,6.7,,,,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2015,Norway,32,9.4,,,,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2015,Slovakia,142,23.2,,,,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2015,Slovenia,31,35.5,,,,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2015,Spain,94,41.5,,,,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2015,Portugal,302,45.0,,,,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2015,Latvia,60,46.7,,,,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2015,Hungary,462,51.7,,,,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2015,Poland,240,54.6,,,,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2015,Bulgaria,112,66.1,,,,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2015,Italy,650,72.6,,,,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2015,Cyprus,59,72.9,,,,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2015,Lithuania,73,76.7,,,,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2015,Romania,186,76.9,,,,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2015,Greece,943,82.2,,,,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2015,Croatia,193,87.0,,,,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2015,EU Total,1809,,36.9,,,
Acinetobacter spp,fluoroquinolones,2015,EU Total,134,2.7,,,,
Acinetobacter spp,aminoglycosides,2015,EU Total,51,1.0,,,,
Acinetobacter spp,carbapenems,2015,EU Total,27,0.6,,,,
Acinetobacter spp,"carbapenems, fluoroquinolones",2015,EU Total,283,5.8,,,,
Acinetobacter spp,"aminoglycosides, fluoroquinolones",2015,EU Total,183,3.7,,,,
Acinetobacter spp,"aminoglycosides, carbapenems",2015,EU Total,10,0.2,,,,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2015,EU Total,2401,49.0,,,,
Escherichia coli,aminopenicillins,2015,Sweden,396,34.1,,,,
Escherichia coli,aminopenicillins,2015,Finland,2472,36.0,,,,
Escherichia coli,aminopenicillins,2015,Iceland,173,44.5,,,,
Escherichia coli,aminopenicillins,2015,Denmark,4594,45.3,,,,
Escherichia coli,aminopenicillins,2015,Norway,3299,45.8,,,,
Escherichia coli,aminopenicillins,2015,Netherlands,5376,47.2,,,,
Escherichia coli,aminopenicillins,2015,Estonia,196,47.4,,,,
Escherichia coli,aminopenicillins,2015,Germany,8053,49.3,,,,
Escherichia coli,aminopenicillins,2015,Austria,4880,49.9,,,,
Escherichia coli,aminopenicillins,2015,Latvia,192,53.6,,,,
Escherichia coli,aminopenicillins,2015,Czech Republic,3172,54.3,,,,
Escherichia coli,aminopenicillins,2015,Slovenia,1326,54.8,,,,
Escherichia coli,aminopenicillins,2015,Malta,258,55.0,,,,
Escherichia coli,aminopenicillins,2015,Croatia,1042,55.3,,,,
Escherichia coli,aminopenicillins,2015,Greece,1079,56.1,,,,
Escherichia coli,aminopenicillins,2015,France,10946,57.0,,,,
Escherichia coli,aminopenicillins,2015,Portugal,5177,57.8,,,,
Escherichia coli,aminopenicillins,2015,Belgium,2674,58.0,,,,
Escherichia coli,aminopenicillins,2015,Lithuania,582,59.6,,,,
Escherichia coli,aminopenicillins,2015,Luxembourg,347,60.2,,,,
Escherichia coli,aminopenicillins,2015,Hungary,1970,60.6,,,,
Escherichia coli,aminopenicillins,2015,Slovakia,878,62.8,,,,
Escherichia coli,aminopenicillins,2015,Spain,6427,63.9,,,,
Escherichia coli,aminopenicillins,2015,Poland,346,64.7,,,,
Escherichia coli,aminopenicillins,2015,United Kingdom,5117,65.8,,,,
Escherichia coli,aminopenicillins,2015,Ireland,2646,66.2,,,,
Escherichia coli,aminopenicillins,2015,Bulgaria,143,66.4,,,,
Escherichia coli,aminopenicillins,2015,Italy,3385,67.4,,,,
Escherichia coli,aminopenicillins,2015,Cyprus,123,68.3,,,,
Escherichia coli,aminopenicillins,2015,Romania,259,73.0,,,,
Escherichia coli,fluoroquinolones,2015,Iceland,162,6.8,,,,
Escherichia coli,fluoroquinolones,2015,Norway,3298,10.2,,,,
Escherichia coli,fluoroquinolones,2015,Finland,4404,11.2,,,,
Escherichia coli,fluoroquinolones,2015,Denmark,4570,11.9,,,,
Escherichia coli,fluoroquinolones,2015,Sweden,5525,12.6,,,,
Escherichia coli,fluoroquinolones,2015,Netherlands,5379,13.2,,,,
Escherichia coli,fluoroquinolones,2015,Estonia,256,15.2,,,,
Escherichia coli,fluoroquinolones,2015,United Kingdom,5812,15.6,,,,
Escherichia coli,fluoroquinolones,2015,France,10998,17.7,,,,
Escherichia coli,fluoroquinolones,2015,Germany,8712,19.5,,,,
Escherichia coli,fluoroquinolones,2015,Austria,4808,20.0,,,,
Escherichia coli,fluoroquinolones,2015,Lithuania,583,20.6,,,,
Escherichia coli,fluoroquinolones,2015,Czech Republic,3165,22.6,,,,
Escherichia coli,fluoroquinolones,2015,Ireland,2631,23.1,,,,
Escherichia coli,fluoroquinolones,2015,Croatia,1038,24.0,,,,
Escherichia coli,fluoroquinolones,2015,Luxembourg,347,24.2,,,,
Escherichia coli,fluoroquinolones,2015,Slovenia,1325,24.6,,,,
Escherichia coli,fluoroquinolones,2015,Belgium,2565,26.6,,,,
Escherichia coli,fluoroquinolones,2015,Latvia,194,27.8,,,,
Escherichia coli,fluoroquinolones,2015,Poland,1571,27.9,,,,
Escherichia coli,fluoroquinolones,2015,Hungary,2021,29.0,,,,
Escherichia coli,fluoroquinolones,2015,Portugal,5371,29.7,,,,
Escherichia coli,fluoroquinolones,2015,Greece,1191,30.6,,,,
Escherichia coli,fluoroquinolones,2015,Romania,371,30.7,,,,
Escherichia coli,fluoroquinolones,2015,Spain,6484,31.6,,,,
Escherichia coli,fluoroquinolones,2015,Bulgaria,204,35.3,,,,
Escherichia coli,fluoroquinolones,2015,Malta,258,38.8,,,,
Escherichia coli,fluoroquinolones,2015,Slovakia,894,44.2,,,,
Escherichia coli,fluoroquinolones,2015,Italy,5590,44.4,,,,
Escherichia coli,fluoroquinolones,2015,Cyprus,123,45.5,,,,
Escherichia coli,third-generation cephalosporins,2015,Iceland,173,1.7,,,,
Escherichia coli,third-generation cephalosporins,2015,Netherlands,5378,5.7,,,,
Escherichia coli,third-generation cephalosporins,2015,Norway,3301,6.0,,,,
Escherichia coli,third-generation cephalosporins,2015,Finland,4342,6.1,,,,
Escherichia coli,third-generation cephalosporins,2015,Sweden,5995,6.2,,,,
Escherichia coli,third-generation cephalosporins,2015,Denmark,4561,7.5,,,,
Escherichia coli,third-generation cephalosporins,2015,Austria,4900,9.7,,,,
Escherichia coli,third-generation cephalosporins,2015,Belgium,2593,9.7,,,,
Escherichia coli,third-generation cephalosporins,2015,Germany,8724,10.4,,,,
Escherichia coli,third-generation cephalosporins,2015,France,11051,11.0,,,,
Escherichia coli,third-generation cephalosporins,2015,Malta,258,11.2,,,,
Escherichia coli,third-generation cephalosporins,2015,United Kingdom,5169,11.3,,,,
Escherichia coli,third-generation cephalosporins,2015,Estonia,246,11.4,,,,
Escherichia coli,third-generation cephalosporins,2015,Ireland,2638,11.4,,,,
Escherichia coli,third-generation cephalosporins,2015,Spain,6428,11.6,,,,
Escherichia coli,third-generation cephalosporins,2015,Poland,1610,11.9,,,,
Escherichia coli,third-generation cephalosporins,2015,Croatia,1046,12.5,,,,
Escherichia coli,third-generation cephalosporins,2015,Luxembourg,347,12.7,,,,
Escherichia coli,third-generation cephalosporins,2015,Slovenia,1326,13.7,,,,
Escherichia coli,third-generation cephalosporins,2015,Czech Republic,3172,14.5,,,,
Escherichia coli,third-generation cephalosporins,2015,Lithuania,581,16.0,,,,
Escherichia coli,third-generation cephalosporins,2015,Portugal,5376,16.1,,,,
Escherichia coli,third-generation cephalosporins,2015,Hungary,2026,16.7,,,,
Escherichia coli,third-generation cephalosporins,2015,Latvia,201,17.9,,,,
Escherichia coli,third-generation cephalosporins,2015,Greece,1215,19.8,,,,
Escherichia coli,third-generation cephalosporins,2015,Romania,369,26.8,,,,
Escherichia coli,third-generation cephalosporins,2015,Cyprus,123,28.5,,,,
Escherichia coli,third-generation cephalosporins,2015,Slovakia,893,30.0,,,,
Escherichia coli,third-generation cephalosporins,2015,Italy,5592,30.1,,,,
Escherichia coli,third-generation cephalosporins,2015,Bulgaria,205,38.5,,,,
Escherichia coli,aminoglycosides,2015,Iceland,173,2.9,,,,
Escherichia coli,aminoglycosides,2015,Finland,4135,5.4,,,,
Escherichia coli,aminoglycosides,2015,Netherlands,5378,6.0,,,,
Escherichia coli,aminoglycosides,2015,Norway,3301,6.0,,,,
Escherichia coli,aminoglycosides,2015,Sweden,5761,6.4,,,,
Escherichia coli,aminoglycosides,2015,Denmark,4591,6.8,,,,
Escherichia coli,aminoglycosides,2015,Austria,4884,7.0,,,,
Escherichia coli,aminoglycosides,2015,Germany,8723,7.2,,,,
Escherichia coli,aminoglycosides,2015,France,11055,8.2,,,,
Escherichia coli,aminoglycosides,2015,Belgium,2286,8.4,,,,
Escherichia coli,aminoglycosides,2015,Luxembourg,347,8.9,,,,
Escherichia coli,aminoglycosides,2015,Estonia,257,9.3,,,,
Escherichia coli,aminoglycosides,2015,United Kingdom,6052,9.9,,,,
Escherichia coli,aminoglycosides,2015,Lithuania,583,10.1,,,,
Escherichia coli,aminoglycosides,2015,Poland,1581,11.2,,,,
Escherichia coli,aminoglycosides,2015,Czech Republic,3172,11.3,,,,
Escherichia coli,aminoglycosides,2015,Malta,258,11.6,,,,
Escherichia coli,aminoglycosides,2015,Ireland,2646,11.8,,,,
Escherichia coli,aminoglycosides,2015,Croatia,1008,12.7,,,,
Escherichia coli,aminoglycosides,2015,Slovenia,1326,12.9,,,,
Escherichia coli,aminoglycosides,2015,Hungary,2020,13.6,,,,
Escherichia coli,aminoglycosides,2015,Cyprus,123,13.8,,,,
Escherichia coli,aminoglycosides,2015,Portugal,5372,13.8,,,,
Escherichia coli,aminoglycosides,2015,Latvia,191,14.1,,,,
Escherichia coli,aminoglycosides,2015,Spain,6489,14.7,,,,
Escherichia coli,aminoglycosides,2015,Greece,1200,16.1,,,,
Escherichia coli,aminoglycosides,2015,Romania,366,18.3,,,,
Escherichia coli,aminoglycosides,2015,Bulgaria,182,19.8,,,,
Escherichia coli,aminoglycosides,2015,Italy,5408,20.2,,,,
Escherichia coli,aminoglycosides,2015,Slovakia,896,24.2,,,,
Escherichia coli,carbapenems,2015,Belgium,2588,0.0,,,,
Escherichia coli,carbapenems,2015,Bulgaria,182,0.0,,,,
Escherichia coli,carbapenems,2015,Croatia,1046,0.0,,,,
Escherichia coli,carbapenems,2015,Cyprus,123,0.0,,,,
Escherichia coli,carbapenems,2015,Czech Republic,1471,0.0,,,,
Escherichia coli,carbapenems,2015,Estonia,219,0.0,,,,
Escherichia coli,carbapenems,2015,Finland,4425,0.0,,,,
Escherichia coli,carbapenems,2015,Hungary,1922,0.0,,,,
Escherichia coli,carbapenems,2015,Iceland,162,0.0,,,,
Escherichia coli,carbapenems,2015,Latvia,192,0.0,,,,
Escherichia coli,carbapenems,2015,Lithuania,579,0.0,,,,
Escherichia coli,carbapenems,2015,Luxembourg,347,0.0,,,,
Escherichia coli,carbapenems,2015,Malta,258,0.0,,,,
Escherichia coli,carbapenems,2015,Slovakia,830,0.0,,,,
Escherichia coli,carbapenems,2015,Slovenia,1326,0.0,,,,
Escherichia coli,carbapenems,2015,Austria,4760,0.05,,,,
Escherichia coli,carbapenems,2015,Denmark,4046,0.05,,,,
Escherichia coli,carbapenems,2015,France,10481,0.05,,,,
Escherichia coli,carbapenems,2015,Germany,8725,0.05,,,,
Escherichia coli,carbapenems,2015,Ireland,2615,0.05,,,,
Escherichia coli,carbapenems,2015,Netherlands,5375,0.05,,,,
Escherichia coli,carbapenems,2015,Norway,3297,0.05,,,,
Escherichia coli,carbapenems,2015,Spain,6399,0.05,,,,
Escherichia coli,carbapenems,2015,Poland,1499,0.1,,,,
Escherichia coli,carbapenems,2015,Portugal,5354,0.1,,,,
Escherichia coli,carbapenems,2015,Sweden,5307,0.1,,,,
Escherichia coli,carbapenems,2015,Italy,5592,0.2,,,,
Escherichia coli,carbapenems,2015,United Kingdom,5497,0.3,,,,
Escherichia coli,carbapenems,2015,Greece,1215,1.2,,,,
Escherichia coli,carbapenems,2015,Romania,368,1.9,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Iceland,162,0.0,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Norway,3298,1.9,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Netherlands,5377,2.0,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Denmark,4531,2.5,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Sweden,5257,2.5,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Finland,4103,2.6,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Austria,4785,2.9,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Germany,8707,3.0,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Belgium,2285,3.5,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,France,10988,3.9,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Lithuania,581,4.3,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,United Kingdom,5119,4.5,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Estonia,233,5.2,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Luxembourg,347,5.2,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Ireland,2621,5.4,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Spain,6416,5.5,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Poland,1532,6.1,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Hungary,2015,6.7,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Croatia,1000,6.9,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Czech Republic,3165,6.9,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Malta,258,7.0,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Portugal,5366,7.6,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Slovenia,1325,8.1,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Cyprus,123,9.8,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Latvia,191,10.5,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Greece,1187,10.7,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Bulgaria,182,12.6,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Romania,364,13.5,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Italy,5389,14.6,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones, third-generation cephalosporins",2015,Slovakia,891,17.1,,,,
Escherichia coli,"aminoglycosides, aminopenicillins, carbapenems, fluoroquinolones, third-generation cephalosporins",2015,EU Total,30074,,41.7,,,
Escherichia coli,aminopenicillins,2015,EU Total,22820,31.6,,,,
Escherichia coli,fluoroquinolones,2015,EU Total,1713,2.4,,,,
Escherichia coli,aminoglycosides,2015,EU Total,126,0.2,,,,
Escherichia coli,carbapenems,2015,EU Total,1,0.05,,,,
Escherichia coli,"aminopenicillins, fluoroquinolones",2015,EU Total,5294,7.3,,,,
Escherichia coli,"aminopenicillins, third-generation cephalosporins",2015,EU Total,1626,2.3,,,,
Escherichia coli,"aminoglycosides, aminopenicillins",2015,EU Total,1155,1.6,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones",2015,EU Total,121,0.2,,,,
Escherichia coli,"aminopenicillins, carbapenems",2015,EU Total,1,0.05,,,,
Escherichia coli,"aminoglycosides, carbapenems",2015,EU Total,1,0.05,,,,
Escherichia coli,"aminopenicillins, fluoroquinolones, third-generation cephalosporins",2015,EU Total,3118,4.3,,,,
Escherichia coli,"aminoglycosides, aminopenicillins, fluoroquinolones",2015,EU Total,2005,2.8,,,,
Escherichia coli,"aminoglycosides, aminopenicillins, third-generation cephalosporins",2015,EU Total,322,0.4,,,,
Escherichia coli,"aminopenicillins, carbapenems, third-generation cephalosporins",2015,EU Total,5,0.05,,,,
Escherichia coli,"aminoglycosides, aminopenicillins, fluoroquinolones, third-generation cephalosporins",2015,EU Total,3707,5.1,,,,
Escherichia coli,"aminopenicillins, carbapenems, fluoroquinolones, third-generation cephalosporins",2015,EU Total,8,0.05,,,,
Escherichia coli,"aminoglycosides, aminopenicillins, carbapenems, third-generation cephalosporins",2015,EU Total,5,0.05,,,,
Escherichia coli,"aminoglycosides, aminopenicillins, carbapenems, fluoroquinolones, third-generation cephalosporins",2015,EU Total,21,0.05,,,,
Enterococcus faecalis,gentamicin,2015,Cyprus,58,8.6,,,,
Enterococcus faecalis,gentamicin,2015,Norway,163,9.8,,,,
Enterococcus faecalis,gentamicin,2015,France,1097,12.2,,,,
Enterococcus faecalis,gentamicin,2015,Sweden,579,12.6,,,,
Enterococcus faecalis,gentamicin,2015,Belgium,249,13.3,,,,
Enterococcus faecalis,gentamicin,2015,Greece,460,13.3,,,,
Enterococcus faecalis,gentamicin,2015,Iceland,21,14.3,,,,
Enterococcus faecalis,gentamicin,2015,Luxembourg,56,14.3,,,,
Enterococcus faecalis,gentamicin,2015,Netherlands,343,23.0,,,,
Enterococcus faecalis,gentamicin,2015,Denmark,63,25.4,,,,
Enterococcus faecalis,gentamicin,2015,Estonia,26,26.9,,,,
Enterococcus faecalis,gentamicin,2015,Malta,29,27.6,,,,
Enterococcus faecalis,gentamicin,2015,Ireland,261,28.0,,,,
Enterococcus faecalis,gentamicin,2015,Germany,1249,31.1,,,,
Enterococcus faecalis,gentamicin,2015,Slovenia,133,32.3,,,,
Enterococcus faecalis,gentamicin,2015,Portugal,872,33.3,,,,
Enterococcus faecalis,gentamicin,2015,Austria,501,33.7,,,,
Enterococcus faecalis,gentamicin,2015,Croatia,203,35.5,,,,
Enterococcus faecalis,gentamicin,2015,Latvia,58,36.2,,,,
Enterococcus faecalis,gentamicin,2015,Czech Republic,544,38.8,,,,
Enterococcus faecalis,gentamicin,2015,Spain,936,40.0,,,,
Enterococcus faecalis,gentamicin,2015,Bulgaria,100,42.0,,,,
Enterococcus faecalis,gentamicin,2015,Lithuania,63,44.4,,,,
Enterococcus faecalis,gentamicin,2015,Hungary,730,45.5,,,,
Enterococcus faecalis,gentamicin,2015,Poland,388,46.4,,,,
Enterococcus faecalis,gentamicin,2015,Italy,1249,47.8,,,,
Enterococcus faecium,vancomycin,2015,Estonia,27,0.0,,,,
Enterococcus faecium,vancomycin,2015,Iceland,20,0.0,,,,
Enterococcus faecium,vancomycin,2015,Luxembourg,23,0.0,,,,
Enterococcus faecium,vancomycin,2015,Norway,185,0.0,,,,
Enterococcus faecium,vancomycin,2015,Sweden,408,0.0,,,,
Enterococcus faecium,vancomycin,2015,Finland,298,0.3,,,,
Enterococcus faecium,vancomycin,2015,Belgium,163,0.6,,,,
Enterococcus faecium,vancomycin,2015,France,849,0.8,,,,
Enterococcus faecium,vancomycin,2015,Netherlands,572,1.4,,,,
Enterococcus faecium,vancomycin,2015,Spain,571,2.5,,,,
Enterococcus faecium,vancomycin,2015,Austria,483,3.1,,,,
Enterococcus faecium,vancomycin,2015,Denmark,690,3.2,,,,
Enterococcus faecium,vancomycin,2015,Slovenia,124,4.8,,,,
Enterococcus faecium,vancomycin,2015,Czech Republic,322,9.6,,,,
Enterococcus faecium,vancomycin,2015,Germany,1312,10.2,,,,
Enterococcus faecium,vancomycin,2015,Italy,756,11.2,,,,
Enterococcus faecium,vancomycin,2015,Bulgaria,41,14.6,,,,
Enterococcus faecium,vancomycin,2015,Slovakia,143,14.7,,,,
Enterococcus faecium,vancomycin,2015,Hungary,240,16.7,,,,
Enterococcus faecium,vancomycin,2015,United Kingdom,218,17.0,,,,
Enterococcus faecium,vancomycin,2015,Lithuania,52,17.3,,,,
Enterococcus faecium,vancomycin,2015,Latvia,34,17.6,,,,
Enterococcus faecium,vancomycin,2015,Poland,215,17.7,,,,
Enterococcus faecium,vancomycin,2015,Greece,315,19.7,,,,
Enterococcus faecium,vancomycin,2015,Portugal,459,20.3,,,,
Enterococcus faecium,vancomycin,2015,Romania,72,25.0,,,,
Enterococcus faecium,vancomycin,2015,Croatia,93,25.8,,,,
Enterococcus faecium,vancomycin,2015,Cyprus,28,28.6,,,,
Enterococcus faecium,vancomycin,2015,Ireland,404,45.8,,,,
Klebsiella pneumoniae,fluoroquinolones,2015,Iceland,35,2.9,,,,
Klebsiella pneumoniae,fluoroquinolones,2015,Finland,658,3.3,,,,
Klebsiella pneumoniae,fluoroquinolones,2015,Sweden,907,4.5,,,,
Klebsiella pneumoniae,fluoroquinolones,2015,Norway,700,5.0,,,,
Klebsiella pneumoniae,fluoroquinolones,2015,Denmark,935,5.3,,,,
Klebsiella pneumoniae,fluoroquinolones,2015,Netherlands,908,6.8,,,,
Klebsiella pneumoniae,fluoroquinolones,2015,Germany,1517,9.6,,,,
Klebsiella pneumoniae,fluoroquinolones,2015,Austria,1029,11.7,,,,
Klebsiella pneumoniae,fluoroquinolones,2015,United Kingdom,1011,13.3,,,,
Klebsiella pneumoniae,fluoroquinolones,2015,Ireland,388,17.0,,,,
Klebsiella pneumoniae,fluoroquinolones,2015,Luxembourg,60,20.0,,,,
Klebsiella pneumoniae,fluoroquinolones,2015,Spain,1508,21.6,,,,
Klebsiella pneumoniae,fluoroquinolones,2015,Belgium,379,22.7,,,,
Klebsiella pneumoniae,fluoroquinolones,2015,Slovenia,237,24.5,,,,
Klebsiella pneumoniae,fluoroquinolones,2015,Malta,92,26.1,,,,
Klebsiella pneumoniae,fluoroquinolones,2015,France,2332,30.7,,,,
Klebsiella pneumoniae,fluoroquinolones,2015,Estonia,62,33.9,,,,
Klebsiella pneumoniae,fluoroquinolones,2015,Hungary,700,36.7,,,,
Klebsiella pneumoniae,fluoroquinolones,2015,Cyprus,62,37.1,,,,
Klebsiella pneumoniae,fluoroquinolones,2015,Bulgaria,96,37.5,,,,
Klebsiella pneumoniae,fluoroquinolones,2015,Portugal,2094,38.6,,,,
Klebsiella pneumoniae,fluoroquinolones,2015,Latvia,112,42.0,,,,
Klebsiella pneumoniae,fluoroquinolones,2015,Lithuania,179,45.8,,,,
Klebsiella pneumoniae,fluoroquinolones,2015,Croatia,380,48.7,,,,
Klebsiella pneumoniae,fluoroquinolones,2015,Czech Republic,1416,48.9,,,,
Klebsiella pneumoniae,fluoroquinolones,2015,Italy,2000,53.7,,,,
Klebsiella pneumoniae,fluoroquinolones,2015,Romania,267,61.4,,,,
Klebsiella pneumoniae,fluoroquinolones,2015,Poland,659,63.9,,,,
Klebsiella pneumoniae,fluoroquinolones,2015,Greece,1161,66.4,,,,
Klebsiella pneumoniae,fluoroquinolones,2015,Slovakia,474,70.0,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2015,Iceland,36,0.0,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2015,Finland,644,3.0,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2015,Sweden,1001,3.3,,,,
Klebsiella pneumoniae,third-generation cephalosporins,2015,Norway,701,5.0,,,,
